gene_id	transcript_id	gene_name	type	strand	seqid	biotypes	description	start	end	gc	featWidth	GO BP	GO MF	GO CC
YAL013W	YAL013W_mRNA	DEP1	protein_coding	+	I	protein_coding	Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation [Source:SGD;Acc:S000000011]	129270	130487	0.5148	1218	GO:1900473; GO:1900526; GO:1900375; GO:1900472; GO:1900525; GO:1900471; GO:0030174; GO:0061186; GO:0061188; GO:0031939; GO:0061408; GO:0006357; GO:0016575; GO:0000122; GO:0045944; GO:0006351	GO:0042826	GO:0033698; GO:0005737
YAL014C	YAL014C_mRNA	SYN8	protein_coding	-	I	protein_coding	Endosomal SNARE related to mammalian syntaxin 8 [Source:SGD;Acc:S000000012]	128252	129019	0.4492	768	GO:0048278; GO:0006906; GO:0006896; GO:0006886	GO:0005484; GO:0000149	GO:0010008; GO:0005768; GO:0031201; GO:0016021
YAL015C	YAL015C_mRNA	NTG1	protein_coding	-	I	protein_coding	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication [Source:SGD;Acc:S000000013]	126903	128102	0.4342	1200	GO:0006296; GO:0006285; GO:0090297; GO:0034599; GO:0006281; GO:0006284	GO:0000703; GO:0008534; GO:0003824; GO:0140080; GO:0003906; GO:0140078; GO:0003677; GO:0019104	GO:0005634; GO:0005739
YAL016C-A	YAL016C-A_mRNA		protein_coding	-	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF TPD3/YAL016W [Source:SGD;Acc:S000028728]	124755	125069	0.4095	315			GO:0016021
YAL016C-B	YAL016C-B_mRNA		protein_coding	-	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028528]	124307	124492	0.2581	186			
YAL016W	YAL016W_mRNA	TPD3	protein_coding	+	I	protein_coding	Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III [Source:SGD;Acc:S000000014]	124879	126786	0.3826	1908	GO:0006470; GO:0007094; GO:0006417		GO:0000159; GO:0005816; GO:0043332; GO:0005934; GO:0005935; GO:0005634; GO:0005737
YAL017W	YAL017W_mRNA	PSK1	protein_coding	+	I	protein_coding	PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the whole genome duplication [Source:SGD;Acc:S000000015]	120225	124295	0.3888	4071	GO:0060917; GO:0045719; GO:0006468; GO:0006417	GO:0004672; GO:0004674; GO:0005524	GO:0005737
YAL018C	YAL018C_mRNA		protein_coding	-	I	protein_coding	Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants [Source:SGD;Acc:S000000016]	118564	119541	0.3783	978	GO:0030476		GO:0005619; GO:0005811; GO:0005628; GO:0016021
YAL019W	YAL019W_mRNA		protein_coding	+	I	protein_coding	Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate [Source:SGD;Acc:S000000017]	114919	118314	0.4058	3396	GO:0070870; GO:0070869; GO:0016584; GO:0000729; GO:0043044; GO:0042766; GO:0016569; GO:0006338; GO:0030466; GO:0000122; GO:0006348; GO:0000183	GO:0004386; GO:0008094; GO:0042802; GO:0003682; GO:0003677; GO:0005524	GO:0031934; GO:0000775; GO:0000781; GO:0005634
YAL019W-A	YAL019W-A_mRNA		protein_coding	+	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C [Source:SGD;Acc:S000028729]	114250	114819	0.514	570			
YAL020C	YAL020C_mRNA	ATS1	protein_coding	-	I	protein_coding	Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p [Source:SGD;Acc:S000000018]	113614	114615	0.5519	1002	GO:0000226; GO:0007117; GO:0007017; GO:0002098		GO:0005737
YAL021C	YAL021C_mRNA	CCR4	protein_coding	-	I	protein_coding	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening [Source:SGD;Acc:S000000019]	110846	113359	0.4566	2514	GO:0000076; GO:0048478; GO:0006260; GO:0000289; GO:0006368; GO:0000288; GO:0006357; GO:0032968; GO:0007089	GO:0004535; GO:0000175; GO:0003723; GO:0046872; GO:0005515	GO:0000932; GO:0030015; GO:0005634; GO:0005737
YAL022C	YAL022C_mRNA		protein_coding	-	I	protein_coding	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member [Source:SGD;Acc:S000000020]	108877	110430	0.4582	1554	GO:0015858; GO:0034258; GO:0015851; GO:0055085; GO:1901642	GO:0005337; GO:0034257; GO:0015205	GO:0005622; GO:0000329; GO:0016020; GO:0016021
YAL023C	YAL023C_mRNA	PMT2	protein_coding	-	I	protein_coding	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication [Source:SGD;Acc:S000000021]	106272	108551	0.4456	2280	GO:1900101; GO:0032527; GO:0035269; GO:0071712; GO:0006493; GO:0031505	GO:0004169; GO:0000030	GO:0097582; GO:0097584; GO:0016020; GO:0016021
YAL024C	YAL024C_mRNA	LTE1	protein_coding	-	I	protein_coding	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures [Source:SGD;Acc:S000000022]	101565	105872	0.3707	4308	GO:0061510; GO:0031578; GO:0007264; GO:0051301; GO:0016192; GO:0007096	GO:0005088; GO:0005085	GO:0005622; GO:0005933; GO:0005737
YAL025C	YAL025C_mRNA		protein_coding	-	I	protein_coding	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus [Source:SGD;Acc:S000000023]	100225	101145	0.4224	921	GO:0000466; GO:0000463; GO:0042273; GO:0007049		GO:0030687; GO:0005730
YAL026C	YAL026C_mRNA	DRS2	protein_coding	-	I	protein_coding	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease [Source:SGD;Acc:S000000024]	95630	99697	0.3759	4068	GO:0006892; GO:0032456; GO:0045332; GO:0048194; GO:0000028; GO:0000749; GO:0015914; GO:0006897; GO:0006886	GO:0000166; GO:0000287; GO:0005524	GO:1990530; GO:0005802; GO:0000139; GO:0005886; GO:0016021
YAL026C-A	YAL026C-A_mRNA		protein_coding	-	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2 [Source:SGD;Acc:S000028730]	95386	95823	0.3333	438			GO:0016021
YAL027W	YAL027W_mRNA		protein_coding	+	I	protein_coding	5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus [Source:SGD;Acc:S000000025]	94687	95472	0.3842	786	GO:0000736; GO:0032079	GO:0070336; GO:0070337; GO:0070338	GO:0005634
YAL028W	YAL028W_mRNA	FRT2	protein_coding	+	I	protein_coding	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication [Source:SGD;Acc:S000000026]	92900	94486	0.4253	1587	GO:0071469; GO:0071472		GO:0005783; GO:0005789; GO:0016021
YAL029C	YAL029C_mRNA	MYO4	protein_coding	-	I	protein_coding	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication [Source:SGD;Acc:S000000027]	87855	92270	0.3716	4416	GO:0007533; GO:0048309; GO:0007018; GO:0008298; GO:0051028	GO:0005516; GO:0000146; GO:0051015; GO:0003777; GO:0003774; GO:0008017; GO:0005524; GO:0005515	GO:0016459; GO:0031941; GO:0005933; GO:0005934
YAL030W	YAL030W_mRNA		protein_coding	+	I	protein_coding	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication [Source:SGD;Acc:S000000028]	87286	87752	0.4237	354	GO:0035493; GO:0006906; GO:0006893; GO:0006897; GO:0016192; GO:0006887	GO:0005484; GO:0000149	GO:0030658; GO:0005802; GO:0005768; GO:0005935; GO:0031201; GO:0005886; GO:0016021
YAL031C	YAL031C_mRNA	GIP4	protein_coding	-	I	protein_coding	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate [Source:SGD;Acc:S000000029]	84749	87031	0.4008	2283	GO:0043666; GO:0007059	GO:0008157; GO:0019888	GO:0005737
YAL031W-A	YAL031W-A_mRNA		protein_coding	+	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C [Source:SGD;Acc:S000028731]	84669	84977	0.3981	309			GO:0016021
YAL032C	YAL032C_mRNA	PRP45	protein_coding	-	I	protein_coding	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene [Source:SGD;Acc:S000000030]	83335	84474	0.4526	1140	GO:0000350; GO:0006357; GO:0000398	GO:0003712	GO:0071141; GO:0071014; GO:0071007; GO:0071006; GO:0005681; GO:0005634
YAL033W	YAL033W_mRNA	POP5	protein_coding	+	I	protein_coding	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs [Source:SGD;Acc:S000000031]	82706	83227	0.4157	522	GO:0016070; GO:0009249; GO:0000294; GO:0008033; GO:0034965; GO:0006364	GO:0004540; GO:0000171; GO:0004526; GO:0003723	GO:0000172; GO:0005655; GO:0005737
YAL034C	YAL034C_mRNA		protein_coding	-	I	protein_coding	Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication [Source:SGD;Acc:S000002134]	80710	81951	0.4219	1242	GO:0035066; GO:0006357; GO:0006338; GO:0016573	GO:0003713; GO:0003682; GO:0003700; GO:0003677; GO:0005515	GO:0070461
YAL034C-B	YAL034C-B_mRNA	YAL034C-B	protein_coding	-	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000002137]	79489	79842	0.3418	354			
YAL034W-A	YAL034W-A_mRNA	MTW1	protein_coding	+	I	protein_coding	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND) [Source:SGD;Acc:S000000032]	79718	80587	0.3851	870	GO:0051382; GO:0000070; GO:0000278; GO:0034501; GO:0051301; GO:0007059		GO:0000818; GO:0000775; GO:0005634; GO:0000922; GO:0005737
YAL035W	YAL035W_mRNA	FUN12	protein_coding	+	I	protein_coding	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2 [Source:SGD;Acc:S000000033]	76427	79435	0.4131	3009	GO:0042255; GO:0001732; GO:0006446; GO:0000462	GO:0003924; GO:0005525; GO:0043022; GO:0003743; GO:0031369; GO:0046872	GO:0033290; GO:0022627; GO:0010494
YAL036C	YAL036C_mRNA	RBG1	protein_coding	-	I	protein_coding	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid [Source:SGD;Acc:S000000034]	75043	76152	0.4369	1110	GO:1903833; GO:0002181	GO:0019003; GO:0003924; GO:0005525	GO:0005844; GO:0010494; GO:0005829
YAL037C-A	YAL037C-A_mRNA		protein_coding	-	I	protein_coding	Putative protein of unknown function [Source:SGD;Acc:S000028732]	73426	73518	0.3226	93			
YAL037C-B	YAL037C-B_mRNA		protein_coding	-	I	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028592]	72326	73300	0.4626	975			
YAL037W	YAL037W_mRNA		protein_coding	+	I	protein_coding	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication [Source:SGD;Acc:S000000035]	74020	74823	0.3918	804			
YAL038W	YAL038W_mRNA	CDC19	protein_coding	+	I	protein_coding	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication [Source:SGD;Acc:S000000036]	71786	73288	0.4617	1503	GO:0006096; GO:0006090	GO:0003824; GO:0030955; GO:0004743; GO:0016301; GO:0000287; GO:0005524	GO:0005737
YAL039C	YAL039C_mRNA	CYC3	protein_coding	-	I	protein_coding	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant [Source:SGD;Acc:S000000037]	68716	69525	0.5309	810	GO:0018063	GO:0004408; GO:0046872	GO:0005758; GO:0005739; GO:0005743
YAL040C	YAL040C_mRNA	CLN3	protein_coding	-	I	protein_coding	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1 [Source:SGD;Acc:S000000038]	65778	67520	0.4108	1743	GO:0000079; GO:0008361; GO:0007033; GO:0000083; GO:0051301; GO:0042144; GO:0007089	GO:0016538	GO:0005634
YAL041W	YAL041W_mRNA	CDC24	protein_coding	+	I	protein_coding	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42 [Source:SGD;Acc:S000000039]	62840	65404	0.3891	2565	GO:0072697; GO:0035023; GO:0031106; GO:0007264; GO:0035556; GO:0007096; GO:0000282	GO:0005085; GO:0005089; GO:0005515	GO:0043332; GO:0000131; GO:0005934; GO:0005935; GO:0005634; GO:0005737
